id,product,city,category,priority,complaint_date,complaint
1610,Smartwatch Z,Chennai,Billing,Low,2025-07-06,My Smartwatch Z has an issue: delivery delayed.
1611,Phone X,Chennai,Software,High,2025-04-24,My Phone X has an issue: no sound.
1612,Phone X,Jaipur,Software,Medium,2025-10-10,My Phone X has an issue: app crashes.
1613,Smartwatch Z,Mumbai,Software,Low,2025-12-24,My Smartwatch Z has an issue: camera blurred.
1614,Smartwatch Z,Hyderabad,Billing,High,2025-05-29,My Smartwatch Z has an issue: camera blurred.
1615,Tablet S,Hyderabad,Delivery,Medium,2025-06-23,My Tablet S has an issue: app crashes.
1616,Earbuds Q,Lucknow,Billing,Medium,2025-11-07,My Earbuds Q has an issue: no sound.
1617,Laptop Pro,Mumbai,Hardware,Medium,2025-07-19,My Laptop Pro has an issue: camera blurred.
1618,Tablet S,Hyderabad,Billing,Medium,2025-05-16,My Tablet S has an issue: camera blurred.
1619,Laptop Pro,Bangalore,Network,Low,2025-11-10,My Laptop Pro has an issue: no sound.
1620,Smartwatch Z,Delhi,Network,Low,2025-12-16,My Smartwatch Z has an issue: payment failed.
1621,Smartwatch Z,Chennai,Network,Medium,2025-07-19,My Smartwatch Z has an issue: screen not working.
1622,Laptop Pro,Mumbai,Network,Medium,2025-06-14,My Laptop Pro has an issue: screen not working.
1623,Tablet S,Chennai,Hardware,High,2025-11-05,My Tablet S has an issue: screen not working.
1624,Smartwatch Z,Jaipur,Software,Critical,2025-02-12,My Smartwatch Z has an issue: camera blurred.
1625,Phone X,Bangalore,Network,Medium,2025-09-05,My Phone X has an issue: delivery delayed.
1626,Tablet S,Bangalore,Hardware,Critical,2025-03-05,My Tablet S has an issue: no sound.
1627,Smartwatch Z,Bangalore,Billing,High,2025-04-28,My Smartwatch Z has an issue: shipment lost.
1628,Earbuds Q,Ahmedabad,Hardware,Medium,2025-05-11,My Earbuds Q has an issue: delivery delayed.
1629,Earbuds Q,Ahmedabad,Software,Low,2025-04-18,My Earbuds Q has an issue: shipment lost.
1630,Laptop Pro,Pune,Delivery,Medium,2025-05-21,My Laptop Pro has an issue: app crashes.
1631,Phone X,Jaipur,Billing,Low,2025-05-13,My Phone X has an issue: device overheating.
1632,Smartwatch Z,Mumbai,Software,Critical,2025-04-18,My Smartwatch Z has an issue: payment failed.
1633,Tablet S,Jaipur,Hardware,High,2025-04-29,My Tablet S has an issue: app crashes.
1634,Laptop Pro,Chennai,Delivery,Medium,2025-09-03,My Laptop Pro has an issue: app crashes.
1635,Laptop Pro,Delhi,Delivery,Low,2025-12-29,My Laptop Pro has an issue: app crashes.
1636,Smartwatch Z,Chennai,Hardware,Medium,2025-07-12,My Smartwatch Z has an issue: no sound.
1637,Smartwatch Z,Ahmedabad,Delivery,Medium,2025-06-25,My Smartwatch Z has an issue: no sound.
1638,Laptop Pro,Delhi,Software,High,2025-12-15,My Laptop Pro has an issue: wifi disconnects.
1639,Phone X,Kolkata,Hardware,Medium,2025-01-24,My Phone X has an issue: payment failed.
1640,Phone X,Pune,Network,Low,2025-06-01,My Phone X has an issue: battery drains fast.
1641,Phone X,Jaipur,Software,Low,2025-05-15,My Phone X has an issue: battery drains fast.
1642,Laptop Pro,Bangalore,Hardware,Medium,2025-01-02,My Laptop Pro has an issue: screen not working.
1643,Earbuds Q,Jaipur,Delivery,Medium,2025-09-10,My Earbuds Q has an issue: payment failed.
1644,Earbuds Q,Mumbai,Network,Medium,2025-02-24,My Earbuds Q has an issue: app crashes.
1645,Tablet S,Hyderabad,Network,Medium,2025-02-23,My Tablet S has an issue: device overheating.
1646,Earbuds Q,Ahmedabad,Delivery,High,2025-05-20,My Earbuds Q has an issue: device overheating.
1647,Earbuds Q,Hyderabad,Delivery,Low,2025-10-07,My Earbuds Q has an issue: battery drains fast.
1648,Smartwatch Z,Jaipur,Delivery,Medium,2025-10-12,My Smartwatch Z has an issue: delivery delayed.
1649,Laptop Pro,Mumbai,Billing,Medium,2025-05-09,My Laptop Pro has an issue: camera blurred.
1650,Phone X,Ahmedabad,Hardware,Medium,2025-11-24,My Phone X has an issue: shipment lost.
1651,Earbuds Q,Hyderabad,Delivery,Medium,2025-10-11,My Earbuds Q has an issue: device overheating.
1652,Phone X,Chennai,Billing,Low,2025-08-30,My Phone X has an issue: wifi disconnects.
1653,Laptop Pro,Delhi,Network,Medium,2025-04-30,My Laptop Pro has an issue: camera blurred.
1654,Smartwatch Z,Hyderabad,Software,Medium,2025-03-07,My Smartwatch Z has an issue: device overheating.
1655,Phone X,Bangalore,Network,Medium,2025-06-22,My Phone X has an issue: battery drains fast.
1656,Phone X,Hyderabad,Hardware,Medium,2025-09-04,My Phone X has an issue: screen not working.
1657,Smartwatch Z,Chennai,Network,Medium,2025-01-01,My Smartwatch Z has an issue: device overheating.
1658,Laptop Pro,Bangalore,Hardware,Low,2025-09-17,My Laptop Pro has an issue: device overheating.
1659,Smartwatch Z,Kolkata,Billing,Low,2025-02-14,My Smartwatch Z has an issue: app crashes.
1660,Laptop Pro,Mumbai,Delivery,Medium,2025-04-12,My Laptop Pro has an issue: wifi disconnects.
1661,Smartwatch Z,Pune,Billing,Medium,2025-10-06,My Smartwatch Z has an issue: device overheating.
1662,Tablet S,Bangalore,Hardware,Low,2025-04-06,My Tablet S has an issue: device overheating.
1663,Tablet S,Hyderabad,Network,Low,2025-07-21,My Tablet S has an issue: app crashes.
1664,Smartwatch Z,Mumbai,Billing,High,2025-10-02,My Smartwatch Z has an issue: app crashes.
1665,Tablet S,Hyderabad,Software,Medium,2025-06-21,My Tablet S has an issue: app crashes.
1666,Laptop Pro,Mumbai,Software,Medium,2025-03-02,My Laptop Pro has an issue: no sound.
1667,Tablet S,Lucknow,Delivery,Low,2025-11-15,My Tablet S has an issue: shipment lost.
1668,Tablet S,Chennai,Delivery,Medium,2025-11-12,My Tablet S has an issue: wifi disconnects.
1669,Laptop Pro,Bangalore,Delivery,Medium,2025-02-24,My Laptop Pro has an issue: app crashes.
1670,Earbuds Q,Ahmedabad,Hardware,High,2025-03-09,My Earbuds Q has an issue: delivery delayed.
1671,Earbuds Q,Kolkata,Network,Critical,2025-05-28,My Earbuds Q has an issue: device overheating.
1672,Laptop Pro,Pune,Billing,High,2025-07-07,My Laptop Pro has an issue: camera blurred.
1673,Tablet S,Chennai,Software,Low,2025-08-26,My Tablet S has an issue: payment failed.
1674,Phone X,Jaipur,Software,Medium,2025-05-31,My Phone X has an issue: device overheating.
1675,Smartwatch Z,Delhi,Hardware,Low,2025-06-01,My Smartwatch Z has an issue: wifi disconnects.
1676,Laptop Pro,Pune,Billing,High,2025-08-28,My Laptop Pro has an issue: payment failed.
1677,Earbuds Q,Kolkata,Software,Medium,2025-07-20,My Earbuds Q has an issue: shipment lost.
1678,Earbuds Q,Delhi,Hardware,Medium,2025-06-05,My Earbuds Q has an issue: app crashes.
1679,Earbuds Q,Chennai,Hardware,High,2025-12-16,My Earbuds Q has an issue: delivery delayed.
1680,Tablet S,Lucknow,Network,Low,2025-08-20,My Tablet S has an issue: payment failed.
1681,Smartwatch Z,Kolkata,Hardware,Low,2025-03-02,My Smartwatch Z has an issue: app crashes.
1682,Earbuds Q,Pune,Delivery,Medium,2025-05-03,My Earbuds Q has an issue: wifi disconnects.
1683,Smartwatch Z,Pune,Billing,Medium,2025-01-07,My Smartwatch Z has an issue: battery drains fast.
1684,Tablet S,Delhi,Software,Low,2025-08-12,My Tablet S has an issue: no sound.
1685,Tablet S,Mumbai,Billing,Medium,2025-12-02,My Tablet S has an issue: wifi disconnects.
1686,Smartwatch Z,Kolkata,Hardware,High,2025-09-25,My Smartwatch Z has an issue: screen not working.
1687,Smartwatch Z,Ahmedabad,Software,Medium,2025-05-05,My Smartwatch Z has an issue: battery drains fast.
1688,Laptop Pro,Delhi,Billing,Medium,2025-11-07,My Laptop Pro has an issue: device overheating.
1689,Smartwatch Z,Ahmedabad,Billing,High,2025-02-24,My Smartwatch Z has an issue: app crashes.
1690,Smartwatch Z,Chennai,Delivery,Low,2025-07-21,My Smartwatch Z has an issue: app crashes.
1691,Earbuds Q,Mumbai,Hardware,Medium,2025-04-04,My Earbuds Q has an issue: payment failed.
1692,Smartwatch Z,Hyderabad,Network,High,2025-11-22,My Smartwatch Z has an issue: app crashes.
1693,Phone X,Bangalore,Software,Low,2025-11-28,My Phone X has an issue: shipment lost.
1694,Phone X,Jaipur,Software,Low,2025-08-22,My Phone X has an issue: payment failed.
1695,Earbuds Q,Ahmedabad,Billing,High,2025-10-06,My Earbuds Q has an issue: screen not working.
1696,Phone X,Hyderabad,Billing,Medium,2025-12-07,My Phone X has an issue: camera blurred.
1697,Earbuds Q,Hyderabad,Billing,Medium,2025-02-14,My Earbuds Q has an issue: app crashes.
1698,Phone X,Bangalore,Network,Low,2025-03-27,My Phone X has an issue: battery drains fast.
1699,Smartwatch Z,Bangalore,Delivery,Medium,2025-05-31,My Smartwatch Z has an issue: screen not working.
1700,Tablet S,Lucknow,Hardware,High,2025-01-24,My Tablet S has an issue: screen not working.
1701,Earbuds Q,Hyderabad,Billing,Low,2025-02-20,My Earbuds Q has an issue: screen not working.
1702,Earbuds Q,Ahmedabad,Software,Medium,2025-01-30,My Earbuds Q has an issue: battery drains fast.
1703,Phone X,Lucknow,Software,Medium,2025-11-12,My Phone X has an issue: shipment lost.
1704,Laptop Pro,Jaipur,Delivery,Medium,2025-09-07,My Laptop Pro has an issue: battery drains fast.
1705,Tablet S,Mumbai,Delivery,Medium,2025-12-05,My Tablet S has an issue: device overheating.
1706,Laptop Pro,Lucknow,Billing,Medium,2025-01-01,My Laptop Pro has an issue: wifi disconnects.
1707,Tablet S,Delhi,Delivery,Low,2025-08-21,My Tablet S has an issue: wifi disconnects.
1708,Smartwatch Z,Ahmedabad,Hardware,Medium,2025-03-12,My Smartwatch Z has an issue: shipment lost.
1709,Earbuds Q,Bangalore,Billing,Low,2025-02-22,My Earbuds Q has an issue: device overheating.
1710,Laptop Pro,Mumbai,Hardware,Low,2025-10-15,My Laptop Pro has an issue: camera blurred.
1711,Laptop Pro,Jaipur,Hardware,Low,2025-10-22,My Laptop Pro has an issue: battery drains fast.
1712,Laptop Pro,Delhi,Delivery,High,2025-12-23,My Laptop Pro has an issue: no sound.
1713,Smartwatch Z,Lucknow,Network,Medium,2025-05-24,My Smartwatch Z has an issue: delivery delayed.
1714,Smartwatch Z,Mumbai,Delivery,Medium,2025-02-03,My Smartwatch Z has an issue: screen not working.
1715,Smartwatch Z,Chennai,Hardware,Medium,2025-12-24,My Smartwatch Z has an issue: screen not working.
1716,Earbuds Q,Kolkata,Delivery,Low,2025-09-07,My Earbuds Q has an issue: device overheating.
1717,Laptop Pro,Delhi,Billing,Medium,2025-02-14,My Laptop Pro has an issue: payment failed.
1718,Phone X,Chennai,Delivery,High,2025-08-08,My Phone X has an issue: battery drains fast.
1719,Smartwatch Z,Jaipur,Billing,Low,2025-09-19,My Smartwatch Z has an issue: app crashes.
1720,Laptop Pro,Mumbai,Delivery,Medium,2025-02-02,My Laptop Pro has an issue: wifi disconnects.
1721,Tablet S,Bangalore,Delivery,Low,2025-08-21,My Tablet S has an issue: payment failed.
1722,Tablet S,Bangalore,Delivery,Low,2025-03-14,My Tablet S has an issue: no sound.
1723,Earbuds Q,Delhi,Software,High,2025-07-18,My Earbuds Q has an issue: device overheating.
1724,Earbuds Q,Delhi,Billing,Low,2025-08-03,My Earbuds Q has an issue: payment failed.
1725,Phone X,Chennai,Network,High,2025-03-01,My Phone X has an issue: payment failed.
1726,Earbuds Q,Ahmedabad,Network,High,2025-03-25,My Earbuds Q has an issue: camera blurred.
1727,Phone X,Jaipur,Billing,Medium,2025-10-06,My Phone X has an issue: shipment lost.
1728,Laptop Pro,Hyderabad,Hardware,High,2025-05-10,My Laptop Pro has an issue: no sound.
1729,Earbuds Q,Delhi,Hardware,Low,2025-10-17,My Earbuds Q has an issue: delivery delayed.
1730,Smartwatch Z,Bangalore,Software,Medium,2025-08-05,My Smartwatch Z has an issue: device overheating.
1731,Phone X,Chennai,Network,Low,2025-08-29,My Phone X has an issue: wifi disconnects.
1732,Earbuds Q,Kolkata,Billing,Low,2025-12-04,My Earbuds Q has an issue: shipment lost.
1733,Laptop Pro,Chennai,Hardware,High,2025-08-26,My Laptop Pro has an issue: shipment lost.
1734,Smartwatch Z,Lucknow,Billing,Critical,2025-07-15,My Smartwatch Z has an issue: device overheating.
1735,Phone X,Kolkata,Software,Low,2025-09-07,My Phone X has an issue: payment failed.
1736,Smartwatch Z,Chennai,Network,Medium,2025-11-19,My Smartwatch Z has an issue: screen not working.
1737,Tablet S,Bangalore,Billing,High,2025-05-23,My Tablet S has an issue: camera blurred.
1738,Laptop Pro,Chennai,Hardware,High,2025-08-25,My Laptop Pro has an issue: app crashes.
1739,Earbuds Q,Pune,Billing,High,2025-10-15,My Earbuds Q has an issue: delivery delayed.
1740,Smartwatch Z,Pune,Software,Low,2025-06-09,My Smartwatch Z has an issue: screen not working.
1741,Earbuds Q,Jaipur,Network,Low,2025-09-26,My Earbuds Q has an issue: no sound.
1742,Laptop Pro,Bangalore,Software,Medium,2025-07-05,My Laptop Pro has an issue: device overheating.
1743,Tablet S,Ahmedabad,Billing,High,2025-10-15,My Tablet S has an issue: payment failed.
1744,Earbuds Q,Delhi,Delivery,Medium,2025-01-03,My Earbuds Q has an issue: screen not working.
1745,Phone X,Kolkata,Network,Medium,2025-06-01,My Phone X has an issue: wifi disconnects.
1746,Tablet S,Chennai,Delivery,Medium,2025-12-01,My Tablet S has an issue: screen not working.
1747,Smartwatch Z,Lucknow,Software,Medium,2025-01-09,My Smartwatch Z has an issue: app crashes.
1748,Tablet S,Ahmedabad,Software,High,2025-07-04,My Tablet S has an issue: screen not working.
1749,Laptop Pro,Kolkata,Network,Low,2025-03-21,My Laptop Pro has an issue: app crashes.
1750,Phone X,Chennai,Billing,High,2025-08-06,My Phone X has an issue: delivery delayed.
1751,Smartwatch Z,Bangalore,Billing,High,2025-01-04,My Smartwatch Z has an issue: device overheating.
1752,Phone X,Delhi,Delivery,High,2025-10-27,My Phone X has an issue: battery drains fast.
1753,Tablet S,Bangalore,Hardware,Low,2025-02-16,My Tablet S has an issue: wifi disconnects.
1754,Phone X,Chennai,Delivery,Low,2025-12-25,My Phone X has an issue: app crashes.
1755,Phone X,Lucknow,Billing,Medium,2025-01-12,My Phone X has an issue: no sound.
1756,Tablet S,Chennai,Hardware,Low,2025-08-19,My Tablet S has an issue: no sound.
1757,Tablet S,Chennai,Delivery,Medium,2025-09-16,My Tablet S has an issue: camera blurred.
1758,Smartwatch Z,Chennai,Network,Low,2025-02-01,My Smartwatch Z has an issue: shipment lost.
1759,Laptop Pro,Chennai,Software,High,2025-03-27,My Laptop Pro has an issue: camera blurred.
1760,Phone X,Chennai,Delivery,Low,2025-02-08,My Phone X has an issue: battery drains fast.
1761,Earbuds Q,Delhi,Delivery,Medium,2025-05-13,My Earbuds Q has an issue: delivery delayed.
1762,Smartwatch Z,Bangalore,Software,Medium,2025-03-01,My Smartwatch Z has an issue: battery drains fast.
1763,Laptop Pro,Bangalore,Billing,Medium,2025-04-15,My Laptop Pro has an issue: wifi disconnects.
1764,Earbuds Q,Pune,Network,Critical,2025-08-28,My Earbuds Q has an issue: battery drains fast.
1765,Laptop Pro,Lucknow,Billing,Medium,2025-08-10,My Laptop Pro has an issue: battery drains fast.
1766,Smartwatch Z,Delhi,Billing,Medium,2025-02-16,My Smartwatch Z has an issue: screen not working.
1767,Earbuds Q,Kolkata,Hardware,Low,2025-08-11,My Earbuds Q has an issue: shipment lost.
1768,Earbuds Q,Ahmedabad,Software,Critical,2025-04-21,My Earbuds Q has an issue: device overheating.
1769,Earbuds Q,Ahmedabad,Hardware,Medium,2025-09-20,My Earbuds Q has an issue: screen not working.
1770,Laptop Pro,Pune,Delivery,Medium,2025-09-27,My Laptop Pro has an issue: battery drains fast.
1771,Laptop Pro,Lucknow,Delivery,Low,2025-01-05,My Laptop Pro has an issue: shipment lost.
1772,Earbuds Q,Kolkata,Software,Low,2025-05-28,My Earbuds Q has an issue: battery drains fast.
1773,Smartwatch Z,Jaipur,Network,High,2025-09-27,My Smartwatch Z has an issue: wifi disconnects.
1774,Earbuds Q,Jaipur,Software,Medium,2025-06-26,My Earbuds Q has an issue: app crashes.
1775,Phone X,Lucknow,Hardware,Low,2025-10-23,My Phone X has an issue: wifi disconnects.
1776,Phone X,Kolkata,Hardware,Low,2025-02-16,My Phone X has an issue: wifi disconnects.
1777,Tablet S,Bangalore,Billing,Medium,2025-10-04,My Tablet S has an issue: app crashes.
1778,Laptop Pro,Delhi,Billing,Low,2025-11-09,My Laptop Pro has an issue: delivery delayed.
1779,Phone X,Pune,Network,Medium,2025-11-14,My Phone X has an issue: delivery delayed.
1780,Earbuds Q,Jaipur,Billing,Medium,2025-03-25,My Earbuds Q has an issue: delivery delayed.
1781,Earbuds Q,Kolkata,Billing,Low,2025-10-21,My Earbuds Q has an issue: payment failed.
1782,Tablet S,Kolkata,Network,Low,2025-03-23,My Tablet S has an issue: wifi disconnects.
1783,Laptop Pro,Lucknow,Billing,Medium,2025-12-21,My Laptop Pro has an issue: payment failed.
1784,Smartwatch Z,Jaipur,Network,Medium,2025-12-31,My Smartwatch Z has an issue: no sound.
1785,Tablet S,Mumbai,Network,Medium,2025-08-18,My Tablet S has an issue: device overheating.
1786,Smartwatch Z,Chennai,Billing,Low,2025-10-22,My Smartwatch Z has an issue: battery drains fast.
1787,Laptop Pro,Mumbai,Delivery,Medium,2025-08-02,My Laptop Pro has an issue: no sound.
1788,Smartwatch Z,Mumbai,Software,High,2025-08-11,My Smartwatch Z has an issue: wifi disconnects.
1789,Earbuds Q,Hyderabad,Hardware,Low,2025-08-04,My Earbuds Q has an issue: delivery delayed.
1790,Phone X,Lucknow,Hardware,Low,2025-04-21,My Phone X has an issue: device overheating.
1791,Phone X,Bangalore,Network,Medium,2025-03-16,My Phone X has an issue: wifi disconnects.
1792,Earbuds Q,Jaipur,Software,Medium,2025-10-25,My Earbuds Q has an issue: screen not working.
1793,Laptop Pro,Kolkata,Hardware,High,2025-10-20,My Laptop Pro has an issue: screen not working.
1794,Smartwatch Z,Hyderabad,Billing,Low,2025-09-17,My Smartwatch Z has an issue: screen not working.
1795,Phone X,Delhi,Network,Low,2025-05-07,My Phone X has an issue: shipment lost.
1796,Laptop Pro,Kolkata,Delivery,Medium,2025-02-28,My Laptop Pro has an issue: app crashes.
1797,Phone X,Chennai,Delivery,Low,2025-10-21,My Phone X has an issue: camera blurred.
1798,Earbuds Q,Kolkata,Hardware,Low,2025-02-05,My Earbuds Q has an issue: payment failed.
1799,Tablet S,Lucknow,Hardware,Medium,2025-06-02,My Tablet S has an issue: wifi disconnects.
1800,Tablet S,Kolkata,Hardware,Medium,2025-11-28,My Tablet S has an issue: wifi disconnects.
1801,Smartwatch Z,Bangalore,Software,Low,2025-05-04,My Smartwatch Z has an issue: no sound.
1802,Laptop Pro,Jaipur,Delivery,Medium,2025-02-10,My Laptop Pro has an issue: payment failed.
1803,Laptop Pro,Pune,Hardware,Medium,2025-09-24,My Laptop Pro has an issue: payment failed.
1804,Smartwatch Z,Kolkata,Network,Medium,2025-07-09,My Smartwatch Z has an issue: app crashes.
1805,Earbuds Q,Pune,Delivery,Medium,2025-08-02,My Earbuds Q has an issue: screen not working.
1806,Laptop Pro,Mumbai,Hardware,Medium,2025-11-13,My Laptop Pro has an issue: payment failed.
1807,Laptop Pro,Delhi,Network,High,2025-12-27,My Laptop Pro has an issue: device overheating.
1808,Tablet S,Lucknow,Hardware,Low,2025-11-23,My Tablet S has an issue: battery drains fast.
1809,Smartwatch Z,Ahmedabad,Delivery,Critical,2025-06-22,My Smartwatch Z has an issue: delivery delayed.
